松和,	5016
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,67.59,101.94,72.28,3.48,4.90,74.48,3.14,5.76,2.73,0.93,-8.93,-2.68,16.05
2002,65.36,106.32,81.53,3.96,5.62,64.94,4.83,10.81,4.73,1.80,20.95,10.05,17.20
2003,67.72,137.31,110.15,3.62,6.73,54.23,4.28,9.67,4.29,1.68,13.52,3.91,17.57
2004,62.12,146.01,105.22,4.21,6.40,57.03,10.55,27.76,10.42,5.46,30.31,10.04,21.78
2005,58.21,161.27,108.47,4.07,5.76,63.36,4.46,9.66,3.94,1.92,19.99,2.80,20.07
2006,61.93,142.73,95.23,4.00,5.26,69.39,5.13,11.28,4.60,2.30,12.45,1.69,20.74
2007,65.71,136.40,97.59,3.95,6.31,57.84,3.54,7.44,2.49,1.54,-4.44,-4.18,20.66
2008,64.33,139.77,64.61,4.55,3.65,100.00,7.43,18.50,5.95,4.09,0.20,-1.87,23.56
2009,64.40,146.13,101.25,3.76,2.99,122.07,-2.17,-7.64,-3.40,-1.51,40.90,12.20,18.11
2010,64.46,145.28,91.53,4.48,5.22,69.92,7.44,19.47,6.01,3.80,6.01,2.04,20.97
2011,62.22,192.20,104.84,4.41,3.89,93.83,8.25,21.01,7.07,4.29,16.32,2.71,21.80
2012,62.44,199.37,112.79,4.26,3.43,106.41,1.83,3.47,1.38,0.72,37.88,5.54,19.79
2013,64.46,174.43,99.65,4.35,3.31,110.27,4.14,9.87,3.80,2.01,13.68,2.86,20.67
2014,59.85,209.43,117.89,4.38,3.40,107.35,5.81,13.95,5.54,3.02,40.21,8.16,22.39
2015,56.53,231.02,120.07,4.12,2.97,122.89,3.68,7.59,3.77,1.70,36.39,4.25,22.06
2016,54.85,236.81,143.92,4.34,3.06,119.28,7.34,15.58,7.87,3.64,42.33,7.81,24.46
2017,52.60,231.90,134.26,4.39,3.42,106.72,7.89,16.20,7.90,4.09,30.34,3.08,25.82
2018,53.74,205.69,106.39,4.48,3.07,118.89,7.13,14.44,7.13,3.81,13.96,-1.11,26.64
