融程電,	3416
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,20.88,474.36,344.63,12.04,6.57,55.55,14.21,19.75,5.51,2.70,109.15,25.42,16.77
2005,24.64,386.38,298.39,17.49,6.40,57.03,24.51,31.79,12.04,5.12,105.12,31.08,18.56
2006,26.19,225.79,162.27,20.41,7.16,50.97,27.49,36.86,14.77,6.17,136.71,40.34,19.24
2007,16.11,479.51,386.82,17.25,6.05,60.33,23.09,28.64,16.71,6.91,68.71,8.72,30.26
2008,15.30,499.37,419.91,18.54,5.98,61.03,23.37,27.72,19.12,7.02,182.77,23.26,26.70
2009,13.09,519.30,434.74,15.05,4.45,82.02,15.02,17.50,17.92,4.14,110.77,2.92,24.10
2010,31.27,484.34,406.31,11.78,5.87,62.18,15.84,20.74,16.35,5.13,75.05,1.29,25.78
2011,28.72,217.24,178.72,8.33,4.54,80.39,10.83,15.48,14.87,3.76,60.84,8.29,24.58
2012,22.15,231.69,179.04,9.22,4.66,78.32,10.23,13.74,12.87,3.34,60.43,4.81,24.49
2013,16.39,375.91,299.95,9.07,5.80,62.93,14.92,18.51,15.14,4.60,105.70,11.18,26.58
2014,14.52,477.27,369.95,7.92,4.72,77.33,13.14,15.53,15.38,4.12,20.57,-4.82,27.73
2015,13.83,500.91,424.25,8.87,4.45,82.02,11.17,13.02,14.21,3.52,103.95,1.79,27.31
2016,15.94,436.21,351.86,10.64,3.75,97.33,9.81,11.53,13.97,3.06,152.90,13.95,26.94
2017,14.82,524.42,442.16,10.22,3.59,101.67,6.11,7.22,9.51,2.18,43.65,-0.95,29.18
