聚和,	6509
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,41.00,149.00,102.00,2.40,3.30,110.60,6.46,9.45,8.84,1.16,90.36,26.54,13.87
2002,33.00,168.00,118.00,5.10,4.60,79.34,7.88,11.51,9.36,1.58,77.96,12.26,14.61
2003,36.00,119.00,70.00,5.00,4.00,91.25,10.11,15.00,12.65,2.12,16.02,3.47,14.99
2004,24.00,229.00,141.00,5.20,3.90,93.58,28.13,39.73,35.23,6.44,5.31,-0.35,18.91
2005,36.00,159.00,98.00,5.10,3.80,96.05,4.20,5.63,4.98,0.93,9.44,-0.80,16.65
2006,41.00,111.00,83.00,4.60,5.00,73.00,9.94,16.03,13.09,2.73,40.94,11.85,18.30
2007,40.31,149.52,102.37,4.01,6.25,58.40,2.87,4.35,3.74,0.73,-8.40,-6.82,17.14
2008,43.31,109.58,72.17,3.93,5.40,67.59,-0.79,-2.63,-2.53,-0.41,-6.04,-2.49,15.40
2009,41.17,137.16,105.00,3.89,5.85,62.39,5.09,7.92,7.66,1.27,27.13,7.37,16.88
2010,36.73,107.67,74.76,4.38,6.97,52.36,1.38,1.48,1.39,0.23,21.19,5.00,15.71
2011,38.08,165.85,107.42,4.46,5.94,61.44,1.30,1.49,1.51,0.24,6.38,0.72,16.13
2012,39.71,141.52,92.35,4.02,5.13,71.15,2.23,3.08,3.45,0.48,27.11,4.61,15.73
2013,52.93,127.91,87.11,3.59,3.52,103.69,2.82,4.79,3.56,0.74,21.09,7.44,15.78
2014,50.86,163.80,110.15,3.36,3.26,111.96,1.87,2.67,2.12,0.42,18.76,3.78,16.08
2015,47.12,156.70,94.72,3.55,2.73,133.69,3.57,5.98,5.10,0.96,35.12,8.43,16.16
2016,51.71,129.48,76.15,3.77,2.58,141.47,2.47,3.60,3.02,0.56,15.15,3.28,15.25
2017,46.57,153.70,95.16,3.85,2.95,123.72,1.96,2.76,2.23,0.43,20.69,4.03,15.16
2018,47.76,149.22,86.90,4.12,3.06,119.28,3.70,6.26,4.88,0.95,17.94,3.72,15.47
