新巨,	2420
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,31.21,177.45,108.57,3.86,3.74,97.59,5.37,7.41,6.44,1.08,3.58,-3.63,14.74
2001,35.20,154.26,101.32,3.31,3.19,114.42,5.59,8.25,7.46,1.18,42.43,14.65,14.32
2002,32.33,163.01,103.41,4.33,3.78,96.56,9.28,13.95,10.31,2.07,48.08,14.40,14.59
2003,31.88,187.93,143.62,3.91,4.75,76.84,8.43,12.41,8.35,1.80,38.22,10.27,14.17
2004,32.41,195.33,156.26,3.73,6.26,58.30,9.27,13.66,8.41,1.90,42.54,9.29,14.54
2005,35.80,195.80,158.30,3.70,5.90,61.86,11.43,17.39,11.00,2.46,50.69,15.31,14.95
2006,34.22,214.52,173.23,4.09,6.13,59.54,12.47,19.18,10.86,2.78,15.17,1.20,15.36
2007,33.35,212.24,178.07,4.06,6.20,58.87,10.28,15.53,9.16,2.22,38.43,6.54,14.63
2008,26.29,284.42,240.02,4.33,6.06,60.23,6.23,8.90,6.26,1.22,93.23,14.03,13.52
2009,31.43,253.33,217.57,4.52,5.37,67.97,5.56,7.82,6.37,1.06,-2.92,-4.96,13.70
2010,33.33,266.44,224.07,5.53,6.52,55.98,10.02,14.82,9.51,2.09,12.57,-1.06,14.59
2011,31.93,303.89,240.14,5.41,4.92,74.18,10.76,15.96,10.91,2.37,55.96,7.86,15.19
2012,30.79,302.72,245.77,5.14,4.54,80.39,9.69,14.11,10.03,2.15,10.75,-7.92,15.46
2013,55.45,185.95,125.31,5.81,3.34,109.28,11.42,20.42,14.43,3.27,77.18,11.78,16.59
2014,54.67,166.99,111.92,5.43,3.04,120.06,10.57,22.34,17.35,3.84,61.97,8.59,17.65
2015,51.53,173.17,112.81,5.38,2.78,131.29,11.50,23.41,19.72,4.26,69.46,7.07,18.45
2016,56.88,140.27,108.32,5.13,2.68,136.19,9.32,19.34,18.03,3.71,24.66,4.18,19.49
2017,55.46,144.95,106.93,5.24,2.52,144.84,7.23,15.34,15.76,3.02,12.69,-3.64,19.40
