好樂迪,	9943
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,22.09,97.41,80.84,172.45,56.47,6.46,22.99,31.84,15.76,4.05,184.28,32.09,14.76
2001,18.86,100.59,88.57,153.62,69.74,5.23,13.26,16.34,9.91,2.04,148.10,22.21,13.33
2002,22.79,92.52,63.57,160.27,69.08,5.28,12.91,16.02,11.20,2.13,61.72,0.24,13.23
2003,33.52,111.14,86.55,139.36,61.13,5.97,4.87,6.57,4.70,0.84,100.54,14.75,12.75
2004,24.51,116.76,102.37,122.93,76.15,4.79,6.89,9.37,5.97,1.20,122.39,9.97,12.87
2005,20.18,126.11,120.02,108.80,78.06,4.67,12.11,15.51,10.94,2.12,137.71,15.12,14.44
2006,37.44,114.21,105.96,119.41,85.09,4.28,-4.03,-5.95,-4.88,-0.82,101.34,7.39,13.01
2007,31.68,102.66,91.54,204.22,97.59,3.74,3.15,4.14,3.15,0.54,109.72,8.34,13.23
2008,29.66,114.71,106.71,254.53,99.21,3.67,9.48,13.07,10.14,1.84,181.16,13.20,14.90
2009,25.69,110.66,104.98,115.23,93.76,3.89,9.97,13.78,12.61,2.12,142.58,12.17,15.80
2010,26.98,151.99,136.82,145.89,95.93,3.80,9.15,12.29,11.27,2.08,113.24,12.81,18.92
2011,21.49,225.26,201.27,194.27,80.53,4.53,17.64,22.99,21.88,4.83,164.52,11.40,23.06
2012,19.59,248.56,237.15,98.95,66.96,5.45,13.70,17.09,19.04,4.00,162.73,6.19,23.71
2013,20.90,275.10,264.17,118.89,66.77,5.46,9.85,12.40,12.08,2.69,120.83,20.57,21.43
2014,19.15,264.18,253.54,267.09,65.18,5.59,16.16,20.10,20.05,4.40,130.14,2.22,22.35
2015,18.22,259.46,251.27,230.01,65.50,5.57,23.44,28.76,32.47,6.79,104.81,1.48,24.88
2016,17.18,242.51,232.86,182.78,59.71,6.11,15.40,18.73,23.68,4.72,97.90,0.01,25.48
2017,16.09,253.60,238.24,122.59,58.42,6.24,15.24,18.35,23.94,4.75,95.37,-1.49,26.07
