富宇,	4907
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,50.93,169.38,129.15,5.45,8.87,41.14,8.09,13.66,4.13,1.51,0.00,-0.03,11.78
2001,54.24,168.68,116.63,2.95,6.55,55.72,3.27,4.92,1.69,0.53,0.71,0.77,11.01
2002,39.72,207.72,130.01,1.63,3.14,116.24,-7.62,-15.87,-10.59,-1.53,-1.65,-0.99,8.84
2003,12.57,635.94,387.19,2.21,2.40,152.08,-15.89,-19.97,-30.29,-1.59,104.00,8.87,7.07
2004,28.82,257.22,148.56,3.69,2.91,125.42,-16.57,-20.89,-21.02,-1.27,-58.56,-17.61,5.11
2005,30.70,238.93,121.89,3.63,2.69,135.68,-17.77,-25.35,-16.63,-1.90,-3.53,-1.38,6.57
2006,39.43,201.12,85.32,3.36,1.76,207.38,-9.51,-14.61,-9.24,-0.87,6.13,3.63,5.32
2007,24.55,300.77,170.93,5.09,2.83,128.97,-9.51,-14.57,-34.40,-4.30,-31.51,-13.16,5.79
2008,25.95,170.13,120.13,3.78,3.61,101.10,-6.77,-9.09,-54.42,-3.27,-21.36,-21.96,6.62
2009,28.93,104.41,65.54,5.13,6.19,58.96,-18.24,-28.94,-78.22,-4.85,36.28,123.85,1.77
2010,60.35,108.07,107.48,3.88,7.37,49.52,-45.52,-112.01,-42.68,NA,NA,NA,0.62
2011,69.95,91.97,89.47,0.71,47.09,7.75,-82.10,-229.06,-634.54,-0.99,NA,NA,0.25
2012,33.95,281.23,277.18,2.01,316.77,1.15,28.46,46.00,29.79,0.61,NA,NA,1.14
2013,88.19,112.86,16.90,2.33,0.23,1586.95,11.98,75.58,37.08,1.38,NA,NA,2.51
2014,80.06,134.65,14.16,1.02,0.06,6083.33,1.53,9.48,17.65,0.48,NA,NA,5.62
2015,79.63,124.85,14.78,358.30,20.22,18.05,4.88,24.16,21.11,1.55,NA,NA,7.17
2016,81.91,121.41,8.74,1.18,0.04,9125.00,-0.06,-0.30,-1.38,-0.02,NA,NA,7.15
2017,43.85,226.51,45.88,106.35,0.96,380.20,22.58,67.19,20.47,7.23,146.56,115.15,14.38
2018,55.30,359.46,53.22,82.43,0.41,890.24,11.52,22.74,22.74,3.52,-59.11,-22.71,16.54
