來思達,	8066
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2002,36.79,65.09,52.03,6.29,9.74,37.47,-10.66,-19.10,-27.15,-1.59,35.55,11.72,7.84
2003,37.82,91.73,77.61,4.35,14.06,25.96,-6.15,-11.69,-12.75,-1.10,13.67,3.62,8.89
2004,29.97,141.46,129.09,4.47,16.77,21.76,3.83,4.59,4.37,0.46,88.51,16.05,9.60
2005,44.58,86.18,67.52,3.41,13.55,26.93,-14.02,-23.29,-31.65,-2.05,12.33,2.51,7.71
2006,36.10,113.07,98.91,2.13,11.67,31.27,-32.83,-56.61,-143.15,-5.87,-21.17,-3.08,4.07
2007,34.72,90.88,75.36,4.96,13.92,26.22,-18.46,-29.50,-74.13,-2.82,-21.35,2.39,7.93
2008,47.66,28.01,12.45,3.70,9.65,37.82,-46.92,-78.58,-553.48,-4.47,-63.61,-5.59,3.46
2009,56.15,6.00,0.73,1.02,43.65,8.36,-27.65,-58.74,-7634.80,-1.57,-26.54,-1.55,1.89
2010,89.14,548.84,547.25,10.91,356.66,1.02,-42.69,-144.20,-1460.05,-1.58,-42.81,-9.52,0.31
2011,85.49,59.23,59.18,11.08,819.40,0.44,-15.34,-148.11,-155.70,-0.26,-110.06,-606.60,0.05
2012,35.62,277.47,277.29,3.71,NA,NA,3.42,5.82,2.65,0.21,-46.66,-25.92,5.25
2013,33.09,227.53,222.06,8.05,NA,NA,3.78,5.89,1.26,0.89,22.46,10.27,13.96
2014,58.30,155.77,148.64,8.97,16534.65,0.02,12.38,30.96,2.07,4.71,6.94,6.87,17.83
2015,56.13,170.20,162.35,8.77,406.30,0.89,21.19,48.88,3.88,10.16,32.30,22.67,23.18
2016,52.33,185.90,178.50,8.04,336.81,1.08,20.85,44.41,4.30,10.22,41.56,14.22,24.93
2017,53.46,187.42,181.44,7.35,523.86,0.69,22.45,47.01,5.30,10.26,44.14,23.83,22.17
2018,52.19,197.72,185.13,6.90,161.49,2.26,22.55,52.43,5.65,13.11,15.04,-6.45,27.85
