無敵,	8201
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2005,19.36,387.97,334.05,8.18,9.56,38.17,6.59,7.92,7.98,2.40,168.35,20.81,47.39
2006,18.99,395.58,351.98,9.72,10.45,34.92,8.18,10.13,9.60,4.42,68.99,3.44,44.18
2007,17.62,446.91,397.70,9.13,12.77,28.58,7.86,9.62,8.75,4.17,51.27,2.33,44.12
2008,20.10,326.41,267.68,8.20,10.02,36.42,2.26,2.78,2.73,1.12,59.08,0.47,40.21
2009,15.50,526.14,480.41,7.00,10.18,35.85,1.98,2.41,2.60,0.89,83.12,8.28,37.34
2010,14.34,620.61,567.42,6.94,12.49,29.22,0.56,0.66,0.78,0.23,64.43,3.42,34.22
2011,13.55,577.69,520.34,6.58,8.98,40.64,0.18,0.21,0.37,0.07,49.58,3.19,33.05
2012,13.61,543.97,496.52,8.19,9.48,38.50,-15.95,-18.46,-33.69,-5.52,0.00,0.00,26.77
2013,47.15,170.10,134.40,9.65,2.25,162.22,-13.50,-23.70,-27.60,-5.57,-11.29,-7.02,20.88
2014,54.76,147.17,127.61,12.85,2.79,130.82,-7.01,-15.49,-17.01,-3.01,-4.24,-3.55,17.93
2015,21.74,491.04,473.42,9.55,3.82,95.54,-9.13,-16.40,-25.46,-2.75,0.00,0.00,15.56
2016,21.90,426.18,400.77,6.24,6.69,54.55,-5.64,-7.22,-13.15,-1.16,0.00,0.00,15.49
2017,31.67,241.79,225.43,8.27,14.47,25.22,-7.79,-10.65,-8.21,-1.57,0.00,0.00,13.91
2018,40.37,206.42,192.11,5.99,17.25,21.15,-2.34,-3.68,-1.93,-0.47,0.00,0.00,11.61
