亞昕,	5213
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2001,24.64,221.19,199.87,2.30,84.88,4.30,3.00,3.76,4.75,0.40,NA,NA,11.61
2002,21.10,263.48,261.23,1.98,78.17,4.66,7.11,9.22,11.37,1.01,4.98,1.06,11.48
2003,34.12,175.55,174.48,2.14,125.02,2.91,7.45,10.30,10.16,1.14,NA,NA,11.14
2004,50.13,411.08,330.76,1.99,66.84,5.46,-18.31,-32.39,-29.97,-2.92,84.49,10.06,7.40
2005,65.23,96.39,77.89,2.84,NA,NA,-33.31,-79.95,-77.22,-4.61,NA,NA,2.71
2006,65.50,114.15,16.04,1.70,0.05,7300.00,2.92,8.30,122.85,1.77,NA,NA,12.44
2007,66.37,130.36,18.56,53.63,0.35,1042.85,8.16,22.21,23.11,3.36,NA,NA,16.53
2008,72.48,122.57,13.44,11.92,0.31,1177.41,4.00,10.04,9.75,1.39,NA,NA,14.50
2009,65.13,135.70,13.32,39.28,0.41,890.24,8.86,25.98,20.11,3.71,4.05,6.63,15.51
2010,63.55,156.72,18.57,39.14,0.24,1520.83,14.40,38.24,41.22,6.13,-51.30,-6.75,19.82
2011,62.69,149.21,10.00,200.73,0.27,1351.85,8.30,20.13,22.45,3.28,-35.52,-56.78,18.31
2012,58.61,157.34,20.38,37.80,0.15,2433.33,7.25,16.73,34.19,3.13,0.83,-3.38,19.18
2013,66.71,182.96,24.37,61.54,0.26,1403.84,8.70,26.33,24.98,4.23,6.82,4.06,18.16
2014,72.17,154.56,21.95,15.56,0.08,4562.50,3.65,9.89,30.93,1.83,-26.85,-35.10,18.50
2015,69.82,157.44,20.52,24.87,0.15,2433.33,4.41,12.33,19.82,2.40,6.95,8.45,19.67
2016,70.30,163.42,24.39,54.32,0.11,3318.18,2.36,5.59,13.24,1.13,8.93,9.53,19.43
2017,71.04,140.15,32.47,3.52,0.18,2027.77,3.20,9.27,16.15,1.98,-0.85,-1.23,22.75
2018,63.78,196.13,41.55,4.41,0.26,1403.84,3.17,8.57,12.46,2.05,53.85,35.47,23.77
