東碩,	3272
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2007,55.22,162.16,110.52,4.57,7.50,48.66,0.81,0.97,0.23,0.11,NA,NA,12.14
2008,52.76,152.38,116.57,4.15,6.18,59.06,-4.56,-10.55,-3.01,-1.23,NA,60.60,11.10
2009,58.80,135.74,104.71,3.81,10.27,35.54,-2.59,-7.08,-2.21,-0.76,NA,NA,10.29
2010,55.07,139.74,99.17,4.27,10.55,34.59,1.77,2.94,0.79,0.30,8.25,NA,10.40
2011,61.62,132.10,103.24,3.86,8.12,44.95,-3.11,-8.68,-2.45,-0.87,NA,NA,9.70
2013,64.81,136.67,104.87,4.91,7.22,50.55,12.90,38.03,5.90,5.32,16.01,18.75,16.82
2014,46.15,206.78,164.85,4.16,5.84,62.50,17.88,34.11,12.87,11.96,45.20,27.48,33.97
2015,45.85,249.32,198.89,4.25,5.64,64.71,9.27,16.79,7.84,4.39,39.15,11.84,28.16
2016,52.25,195.31,156.78,4.98,5.58,65.41,6.01,11.56,5.30,3.30,22.38,12.25,28.89
2017,52.25,191.97,146.03,5.22,4.93,74.03,5.11,10.28,4.47,3.03,11.96,5.43,30.12
2018,65.42,143.02,92.31,4.20,3.77,96.81,3.06,8.16,2.48,2.44,-17.31,-22.20,30.67
