中鴻,	2014
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,63.40,123.70,23.14,17.10,7.30,50.00,-2.72,-18.06,-9.00,-1.87,-19.78,-7.99,9.56
2001,69.70,36.20,11.50,15.90,7.30,50.00,-5.42,-25.76,-14.27,-2.22,-8.96,-6.45,7.38
2004,55.25,123.62,12.82,48.77,6.51,56.06,6.52,12.64,3.55,1.36,9.89,2.86,11.43
2005,76.09,79.44,5.20,52.17,4.02,90.79,-14.21,-45.00,-12.04,-3.84,-42.12,-31.35,6.33
2006,52.14,100.63,15.16,74.95,4.10,89.02,17.14,46.48,11.18,3.96,135.50,42.15,10.69
2007,48.98,93.09,14.55,46.84,5.63,64.83,9.39,17.71,5.64,2.09,27.07,8.49,12.91
2008,77.57,65.99,6.24,51.68,4.90,74.48,-10.15,-30.30,-7.66,-2.93,-38.36,-53.84,6.45
2009,56.47,75.53,13.22,57.56,4.26,85.68,2.18,4.82,1.47,0.34,57.09,20.52,8.45
2010,52.60,75.45,8.02,53.93,6.78,53.83,4.90,10.25,3.66,1.12,12.11,4.89,11.52
2011,65.44,66.43,6.80,50.18,6.26,58.30,-6.64,-17.22,-5.38,-1.71,-19.28,-12.56,8.73
2012,73.71,70.21,10.41,40.83,5.75,63.47,-9.31,-32.41,-8.26,-2.42,-0.56,-0.21,6.20
2013,75.34,70.26,14.01,45.16,5.26,69.39,1.05,1.56,0.36,0.10,25.41,10.27,6.22
2014,74.05,82.36,17.61,54.64,4.97,73.44,1.20,2.31,0.56,0.15,2.89,0.91,6.32
2015,78.31,58.96,20.19,36.49,5.97,61.13,-2.87,-14.79,-3.87,-0.81,20.95,5.80,4.62
2016,69.67,54.74,15.68,37.45,7.45,48.99,6.80,23.84,5.72,1.33,32.68,11.58,6.55
2017,61.99,83.38,29.43,26.55,7.56,48.28,8.93,24.43,6.39,1.82,27.32,6.61,8.31
