得力,	1464
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,55.63,62.92,26.53,12.43,4.84,75.41,2.79,1.19,0.56,0.08,16.91,8.49,5.95
2001,44.70,313.02,143.66,13.92,4.59,79.52,8.92,13.53,7.76,0.91,120.26,7.84,7.48
2002,41.33,334.28,161.41,12.88,4.82,75.72,11.48,17.26,10.74,1.63,106.27,7.56,7.77
2003,28.19,167.80,63.34,12.85,4.68,77.99,8.39,11.78,8.62,1.20,90.80,10.64,8.59
2004,28.37,178.46,71.60,13.35,4.79,76.20,3.48,4.51,3.84,0.48,35.38,2.88,11.05
2005,24.37,179.38,81.55,9.99,4.42,82.57,-20.13,-27.73,-32.67,-3.10,53.38,4.39,11.02
2006,25.81,134.12,51.16,8.68,3.92,93.11,-1.00,-1.61,-2.12,-0.18,-16.19,-2.17,11.19
2007,30.49,103.18,37.45,9.88,4.34,84.10,2.39,2.84,2.65,0.24,0.68,0.26,11.73
2008,33.08,84.21,33.87,6.90,3.32,109.93,-4.40,-7.06,-8.48,-0.81,6.63,0.46,11.21
2009,35.72,113.02,39.02,5.94,2.53,144.26,1.66,2.02,2.72,0.23,-2.31,-0.42,11.59
2010,40.83,106.15,36.71,6.58,2.70,135.18,1.26,1.49,1.48,0.17,-13.59,-4.60,11.27
2011,30.09,133.94,53.92,5.84,2.55,143.13,1.92,2.41,2.60,0.31,-2.17,-1.09,11.26
2012,38.31,100.84,44.42,6.08,2.55,143.13,2.03,2.57,2.94,0.29,21.33,5.46,11.05
2013,53.71,110.80,52.91,5.69,2.87,127.17,-0.35,-1.54,-0.86,-0.18,-0.73,-0.93,10.95
2014,53.10,118.40,66.47,5.79,2.86,127.62,13.65,31.68,15.75,4.14,10.43,5.06,15.10
2015,53.25,121.01,69.52,5.65,2.91,125.42,5.00,9.89,5.58,1.40,3.65,-0.84,15.35
2016,55.47,117.89,75.38,5.06,3.02,120.86,4.74,9.59,5.86,1.45,9.33,-1.49,15.46
2017,59.79,119.17,72.01,4.77,2.94,124.14,3.77,7.84,5.23,1.21,-2.51,-7.13,14.85
2018,68.59,87.75,52.19,4.82,2.93,124.57,2.41,4.68,2.78,0.61,-2.92,-10.22,13.27
