健和興,	3003
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,18.56,473.20,275.59,7.53,2.71,134.68,15.44,18.92,15.74,2.70,153.59,12.39,15.16
2001,15.70,444.43,312.74,7.15,2.87,127.17,14.98,17.73,17.28,2.54,86.09,5.85,15.09
2002,16.58,424.41,311.48,7.59,3.31,110.27,16.19,19.08,18.31,2.73,120.45,12.51,15.21
2003,15.12,400.55,266.38,7.48,2.96,123.31,17.70,20.86,20.76,3.06,112.63,9.32,15.54
2004,35.05,517.01,389.40,7.68,2.90,125.86,14.48,19.37,18.63,2.91,79.79,5.11,15.82
2005,31.98,596.87,450.87,6.83,3.01,121.26,7.49,10.78,11.35,1.58,103.51,6.28,15.10
2006,23.68,257.06,174.89,7.84,3.07,118.89,13.38,18.09,18.31,2.95,61.39,13.88,17.36
2007,25.53,233.85,141.57,8.02,2.90,125.86,9.16,11.89,12.19,1.98,54.28,6.74,17.21
2008,21.98,235.36,145.26,8.11,2.64,138.25,4.11,5.05,5.76,0.87,97.02,11.53,17.13
2009,20.97,269.12,175.71,6.07,2.09,174.64,6.74,8.49,14.00,1.47,11.87,1.49,17.91
2010,37.55,317.52,216.91,7.65,3.05,119.67,9.49,13.40,14.88,2.41,-32.32,-6.30,19.39
2011,34.37,353.86,222.34,7.13,2.61,139.84,5.93,8.52,10.06,1.60,14.79,1.50,19.74
2012,32.68,388.56,262.60,7.23,2.48,147.17,8.71,12.51,16.14,2.57,60.55,6.54,21.29
2013,31.43,325.72,238.77,5.24,2.36,154.66,7.23,10.24,11.28,2.24,3.70,5.09,22.83
2014,21.93,541.33,393.01,5.23,2.40,152.08,8.42,11.17,12.81,2.59,41.30,2.36,24.99
2015,23.92,462.31,356.86,5.17,2.19,166.66,7.58,9.60,12.83,2.45,72.44,8.50,26.14
2016,26.78,389.80,306.36,5.29,2.15,169.76,7.15,9.40,13.13,2.49,55.53,7.99,27.32
2017,26.21,418.97,318.94,5.19,2.20,165.90,8.59,11.48,15.24,3.20,67.88,8.21,28.91
2018,28.00,378.86,274.06,5.01,2.05,178.04,7.94,10.69,13.73,3.08,20.51,-0.38,29.09
