佳和,	1449
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,50.97,87.28,32.48,16.18,2.93,124.57,-1.66,-5.08,-6.20,-0.48,13.13,3.13,8.56
2001,51.29,81.26,25.09,16.21,2.61,139.84,-0.90,-4.73,-5.37,-0.40,20.27,4.55,8.33
2002,55.17,67.89,22.14,14.56,2.90,125.86,-3.45,-10.09,-9.86,-1.03,9.61,2.70,7.04
2003,55.04,154.58,61.19,10.70,2.83,128.97,0.25,-2.40,-2.28,-0.21,13.31,1.67,7.10
2004,55.38,174.00,80.00,10.67,3.07,118.89,-7.99,-20.23,-16.29,-1.62,3.54,0.53,7.51
2005,53.09,172.00,84.00,9.83,2.76,132.24,-10.59,-26.22,-22.00,-3.15,8.07,1.33,10.64
2006,57.17,226.98,107.18,8.55,2.83,128.97,-7.21,-19.05,-15.11,-1.81,-39.01,-5.08,8.60
2007,60.73,202.23,84.27,7.86,2.68,136.19,-7.40,-21.47,-14.99,-1.67,-14.42,-2.10,6.98
2008,71.40,62.39,22.21,9.79,2.73,133.69,-12.81,-43.49,-25.82,-3.97,2.66,1.53,6.65
2009,76.25,136.90,57.54,11.59,2.19,166.66,-9.18,-40.03,-22.83,-3.00,0.00,0.00,6.12
2010,84.96,57.38,23.68,19.70,2.58,141.47,-6.72,-41.01,-13.87,-1.98,-0.70,-0.34,3.55
2011,92.50,165.18,69.57,15.98,2.96,123.31,-4.72,-40.94,-9.19,-1.30,-25.97,-3.00,1.43
2012,93.86,148.52,54.76,12.70,2.71,134.68,-9.11,-159.01,-16.85,-2.04,-7.92,-1.09,1.07
2013,88.53,77.94,42.61,21.17,8.42,43.34,-2.97,-36.82,-4.34,-0.79,-14.39,-35.58,0.56
2014,73.06,122.00,70.00,10.16,4.02,90.79,1.04,-0.50,-0.18,0.46,-1.96,-0.01,9.55
2015,79.17,118.00,73.00,9.82,3.68,99.18,-3.64,-21.76,-8.73,-2.25,-21.79,-12.90,7.23
2016,82.56,109.36,67.34,3.92,3.52,103.69,-1.54,-18.54,-6.22,-1.56,-21.87,-9.03,5.52
2017,82.35,105.46,68.28,4.04,3.03,120.46,3.17,4.89,2.14,0.48,-13.24,-9.00,5.98
