宏碁,	2353
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,47.12,189.01,141.93,6.35,12.15,30.04,11.34,21.24,4.73,4.67,29.47,9.98,26.19
2001,49.77,180.02,136.02,5.42,11.16,32.70,4.78,7.94,2.36,1.70,12.10,0.68,21.62
2002,26.02,169.68,155.14,3.27,20.73,17.60,10.26,13.77,17.56,4.46,31.44,4.16,32.87
2003,32.00,128.03,118.16,5.07,49.43,7.38,8.38,11.30,8.95,3.61,14.17,-0.62,30.51
2004,34.55,126.80,117.30,6.26,55.19,6.61,7.79,11.34,5.43,3.38,2.22,-6.79,29.53
2005,48.76,126.47,113.79,4.94,37.62,9.70,7.55,13.41,4.14,3.83,4.84,NA,29.71
2006,44.94,133.90,121.16,4.37,33.29,10.96,7.90,14.62,4.29,4.45,-18.93,-21.69,32.24
2007,42.06,124.98,102.39,5.45,31.80,11.47,8.83,17.18,4.06,5.48,-1.65,-10.14,32.49
2008,53.77,104.23,86.05,6.56,30.02,12.15,5.13,10.07,2.80,4.72,8.79,-1.08,31.70
2009,58.23,114.54,96.37,5.78,28.30,12.89,4.11,9.03,2.34,4.31,9.54,5.21,34.98
2010,56.99,117.45,98.39,6.60,26.97,13.53,7.04,16.24,2.90,5.71,31.77,21.60,35.32
2011,61.15,111.01,92.97,7.46,23.46,15.55,-1.90,-5.04,-1.63,-2.52,8.59,-1.70,29.05
2012,57.14,84.65,62.46,8.20,19.95,18.29,-1.30,-3.86,-0.81,-1.07,-0.20,-0.25,27.56
2013,70.47,129.38,95.39,5.50,8.56,42.64,-9.49,-31.46,-5.70,-7.54,-7.89,-16.19,20.66
2014,68.27,128.13,94.52,5.44,8.33,43.81,1.22,3.06,0.54,0.66,4.78,10.33,22.13
2015,61.65,129.61,93.45,4.91,6.76,53.99,0.49,0.95,0.23,0.20,-0.84,-1.71,21.67
2016,65.19,126.98,86.93,5.03,5.73,63.69,-2.78,-7.93,-2.11,-1.62,7.85,16.63,19.01
2017,63.22,135.45,88.99,5.20,5.35,68.22,1.85,4.84,1.18,0.93,-7.90,-13.37,18.92
2018,61.69,141.82,89.02,5.13,5.27,69.25,1.95,4.96,1.20,1.01,-2.46,-7.34,19.24
