越峰,	8121
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,34.55,169.49,108.01,2.97,3.08,118.50,11.42,16.87,17.32,2.09,68.83,14.66,13.21
2005,46.93,124.26,96.64,3.21,3.88,94.07,9.24,15.01,15.40,1.91,13.41,3.21,13.52
2006,46.75,150.69,107.79,3.48,4.22,86.49,3.34,5.27,4.85,0.65,19.01,6.92,12.62
2007,35.76,186.77,136.72,3.47,3.42,106.72,4.86,7.26,8.33,1.07,14.89,4.40,16.29
2008,43.36,125.57,74.89,3.69,2.85,128.07,1.16,1.04,1.41,0.16,1.43,0.02,15.48
2009,49.10,102.23,67.73,3.02,2.67,136.70,-3.73,-7.86,-10.57,-1.17,2.77,1.27,14.26
2010,35.83,116.80,78.32,4.34,3.70,98.64,22.52,38.04,39.16,6.62,42.55,13.16,20.50
2011,29.74,103.34,64.95,3.35,3.13,116.61,12.77,18.60,36.70,2.99,13.82,0.00,17.46
2012,28.23,109.06,66.09,3.29,2.96,123.31,0.28,0.03,0.08,0.01,37.07,4.57,15.22
2013,44.55,136.51,82.11,3.96,1.99,183.41,-2.47,-5.19,-7.58,-0.75,10.00,2.64,14.67
2014,47.11,143.30,86.48,3.97,1.91,191.09,-1.38,-3.51,-4.48,-0.55,2.53,0.67,14.43
2015,49.18,156.84,88.83,3.38,1.66,219.87,-7.46,-15.48,-20.84,-2.30,11.93,2.45,11.78
2016,53.21,133.07,79.75,3.65,1.69,215.97,-12.55,-26.84,-28.15,-3.13,17.46,4.27,8.10
2017,48.16,148.59,87.65,3.56,1.91,191.09,-2.91,-7.05,-5.97,-0.57,12.14,2.75,7.47
