豐興,	2015
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,39.01,105.00,28.90,15.04,4.84,75.41,4.14,5.01,3.38,0.59,30.08,6.13,11.48
2001,36.47,108.89,43.15,16.25,5.38,67.84,2.59,2.81,1.74,0.34,57.27,11.29,12.00
2002,35.95,122.38,64.93,17.80,7.04,51.84,9.22,13.79,6.86,1.81,21.95,5.33,13.51
2003,34.57,141.47,69.64,19.29,6.89,52.97,11.11,17.01,7.38,2.41,39.08,7.33,14.59
2004,33.21,173.79,63.73,23.94,5.23,69.78,27.22,40.87,14.90,7.20,47.24,8.83,20.01
2005,31.42,170.73,75.50,19.78,4.61,79.17,13.81,20.21,9.34,3.88,89.49,12.79,19.91
2006,32.89,158.74,66.46,20.95,5.39,67.71,17.26,25.02,11.98,5.35,58.89,7.10,22.91
2007,37.22,136.06,56.91,22.82,5.68,64.26,12.91,19.30,8.24,4.58,39.81,5.02,24.53
2008,41.31,104.35,34.57,34.18,4.63,78.83,9.34,14.81,5.24,3.39,22.85,1.18,22.00
2009,35.02,154.99,73.09,28.21,2.84,128.52,7.10,11.21,6.83,2.63,38.35,7.56,24.77
2010,29.54,189.47,94.91,31.54,5.35,68.22,10.69,15.65,6.95,4.06,73.00,14.40,27.14
2011,33.45,183.50,73.30,25.80,4.96,73.58,11.42,16.56,6.92,4.59,4.99,-4.73,28.32
2012,20.19,266.55,113.64,25.27,4.71,77.49,7.32,9.99,4.74,2.78,152.57,15.51,27.44
2013,19.02,334.82,134.61,28.41,5.28,69.12,7.31,9.12,4.84,2.49,74.72,2.88,27.29
2014,18.29,332.94,157.03,20.26,5.60,65.17,8.59,10.54,5.53,2.87,82.75,2.07,27.12
2015,14.45,330.13,218.68,15.71,5.88,62.07,20.43,12.50,8.57,3.45,185.29,11.51,28.01
2016,15.55,335.98,218.53,19.27,6.50,56.15,9.40,11.05,8.67,3.12,95.86,4.53,28.51
2017,14.82,268.96,128.86,18.96,6.31,57.84,13.53,15.94,11.01,4.69,90.66,2.86,30.27
