江申,	1525
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,24.89,335.47,246.27,4.80,7.16,50.97,6.15,8.04,7.32,1.62,81.32,6.92,20.16
2001,23.76,366.93,287.23,4.64,5.39,67.71,5.10,6.71,7.65,1.36,66.78,4.42,20.36
2002,27.84,285.35,242.99,5.92,8.42,43.34,10.37,13.99,12.40,3.00,83.12,10.97,22.46
2003,31.82,241.52,192.22,5.08,7.79,46.85,10.40,14.87,13.96,3.33,39.51,5.65,24.61
2004,32.24,211.75,159.96,6.14,8.43,43.29,9.97,14.65,11.25,3.45,53.05,10.29,24.70
2005,30.83,192.01,126.89,5.62,7.04,51.84,7.92,11.56,9.53,2.80,15.57,2.13,26.02
2006,30.37,185.26,116.54,4.48,4.85,75.25,5.93,8.54,9.15,2.17,20.26,1.69,26.14
2007,27.15,186.07,127.73,3.61,4.82,75.72,4.99,6.99,8.91,1.81,-0.39,-1.22,26.88
2008,19.58,280.37,188.92,3.64,4.37,83.52,4.94,6.45,11.68,1.72,8.95,1.00,27.84
2009,19.59,229.85,178.44,5.04,4.75,76.84,9.68,12.03,24.15,3.40,10.92,0.07,29.45
2010,21.09,198.46,154.47,5.04,6.27,58.21,12.27,15.41,26.36,4.68,8.74,-2.26,31.28
2011,19.18,181.44,133.74,5.59,6.42,56.85,11.01,13.77,23.54,4.44,36.89,1.53,34.66
2012,22.19,185.36,135.19,5.26,5.94,61.44,9.83,12.46,21.41,4.44,65.43,6.63,36.54
2013,18.96,269.17,229.69,3.69,5.96,61.24,8.84,11.23,24.25,4.30,28.53,-0.01,40.40
2014,18.68,152.48,119.05,5.66,7.59,48.08,8.80,10.83,26.95,4.62,103.24,8.88,44.85
2015,19.11,156.60,129.64,5.83,8.04,45.39,10.94,13.47,36.39,6.31,10.35,-0.92,48.91
2016,19.07,142.02,120.04,6.97,8.76,41.66,12.38,15.26,44.32,7.21,3.10,-1.73,48.39
2017,18.99,119.72,98.07,7.73,7.71,47.34,11.80,14.53,46.24,7.36,-6.81,-4.53,52.96
2018,17.37,122.02,95.92,7.66,7.27,50.20,9.30,11.33,33.88,6.17,-7.80,-4.52,56.04
