尚立,	3360
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2004,63.00,159.00,131.00,6.00,16.00,22.81,5.00,12.00,2.00,1.88,NA,NA,15.89
2005,67.00,147.00,118.00,6.00,13.00,28.07,4.00,9.00,1.00,1.32,14.00,22.00,15.13
2006,58.54,166.58,146.96,7.36,16.01,22.79,3.28,7.34,0.98,1.08,27.78,35.59,15.13
2008,64.73,135.74,111.89,11.18,21.14,17.26,1.58,2.03,0.25,0.30,NA,NA,14.86
2009,64.54,134.51,120.70,9.23,23.51,15.52,1.63,3.50,0.44,0.53,15.07,24.53,15.34
2010,60.07,146.23,123.91,7.26,29.76,12.26,1.05,1.97,0.22,0.28,0.00,0.00,14.90
2011,70.58,127.35,99.81,5.38,14.98,24.36,1.44,3.35,0.44,0.50,0.00,0.00,14.91
2012,75.59,121.58,113.91,4.71,22.59,16.15,0.70,1.43,0.14,0.20,0.00,0.00,14.33
2013,85.19,112.85,106.97,3.82,17.49,20.86,-3.01,-19.49,-1.55,-2.49,NA,NA,11.45
2014,74.43,129.94,116.83,4.99,32.50,11.23,3.30,13.16,0.90,1.90,12.64,36.22,16.00
2015,72.34,133.84,120.64,4.51,22.31,16.36,2.07,5.61,0.58,0.91,NA,NA,15.58
2016,76.14,127.73,119.48,5.41,31.49,11.59,2.86,7.88,0.67,1.32,19.36,54.31,15.61
2017,58.05,163.18,146.23,5.53,27.99,13.04,0.58,-2.69,-0.30,-0.38,12.78,8.62,13.93
