榮剛,	5009
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,71.89,66.54,25.54,6.65,1.74,209.77,3.74,0.81,0.47,0.06,7.43,4.38,6.75
2001,69.04,59.87,28.30,5.62,2.26,161.50,3.86,2.05,1.17,0.14,24.56,12.77,6.80
2002,66.28,61.87,27.46,5.87,3.12,116.98,5.58,8.91,4.66,0.68,14.95,6.89,7.19
2003,66.42,106.10,42.26,5.50,2.87,127.17,5.20,9.72,5.10,0.80,-0.99,-0.34,7.92
2004,56.97,198.14,79.72,5.91,2.64,138.25,11.53,25.91,11.79,2.88,-14.79,-3.44,12.10
2005,46.01,185.61,76.78,5.61,2.46,148.37,13.87,26.18,13.87,3.63,57.49,13.14,15.30
2006,44.29,156.48,57.88,5.62,2.51,145.41,11.94,20.28,13.19,3.32,29.09,1.48,17.58
2007,53.32,181.04,79.53,6.05,2.97,122.89,12.69,23.22,12.43,4.33,5.85,-4.18,19.59
2008,55.86,107.81,46.42,5.54,3.10,117.74,3.45,5.54,3.00,1.02,39.50,10.13,17.53
2009,51.58,114.92,39.52,3.76,1.94,188.14,-2.80,-7.40,-8.64,-1.14,84.77,18.57,15.27
2010,60.22,140.29,55.92,6.32,2.92,125.00,2.86,5.10,3.40,0.79,-32.87,-9.00,16.18
2011,51.45,171.82,82.39,5.91,3.48,104.88,7.49,15.52,8.55,2.62,51.54,9.95,19.21
2012,46.79,177.07,90.74,5.11,3.56,102.52,5.03,8.70,6.37,1.62,83.11,10.43,18.81
2013,53.38,174.44,82.04,4.62,2.57,142.02,1.52,1.91,1.62,0.62,32.06,4.67,17.90
2014,51.75,165.01,69.69,5.03,2.51,145.41,3.83,6.68,5.14,1.43,15.49,2.34,19.04
2015,45.23,164.98,78.51,4.85,2.29,159.38,3.85,6.20,5.65,1.57,73.20,11.86,19.86
2016,47.45,276.27,128.26,4.41,2.01,181.59,2.40,3.32,3.77,0.70,38.52,3.11,18.98
2017,51.71,205.19,85.28,4.55,1.88,194.14,1.35,1.33,1.36,0.33,10.18,0.81,19.66
