詩肯,	6195
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,10.40,714.99,671.61,5.50,8.02,45.51,16.12,19.09,18.02,2.66,197.29,18.86,n/a
2001,17.31,466.90,387.43,4.23,6.46,56.50,21.93,28.83,17.79,4.22,94.11,13.98,n/a
2002,23.86,301.00,249.68,3.59,8.95,40.78,28.65,36.22,20.67,5.62,40.74,10.59,17.83
2003,45.15,306.42,247.67,2.32,5.63,64.83,11.34,17.15,13.05,2.63,48.65,1.39,14.65
2004,72.07,111.35,85.45,2.43,4.92,74.18,-28.47,-67.87,-39.84,-6.82,-18.31,-34.87,5.72
2005,74.50,108.91,96.08,2.34,5.79,63.03,-25.61,-99.63,-32.69,-6.34,3.47,6.26,3.63
2006,66.60,123.49,105.79,2.42,8.90,41.01,-12.08,-45.01,-13.46,-3.72,-2.86,-3.51,6.29
2007,63.75,101.78,86.63,3.04,11.16,32.70,4.64,10.49,2.94,0.68,-7.16,-11.02,6.90
2008,17.47,429.81,357.33,3.12,10.00,36.50,24.30,42.24,19.04,3.76,146.73,29.35,10.90
2009,13.63,655.01,624.23,4.18,8.60,42.44,1.66,1.93,1.74,0.21,249.29,34.67,10.67
2010,30.40,263.84,112.41,30.31,2.08,175.48,14.76,19.51,10.26,2.12,25.29,10.53,13.98
2011,30.59,285.51,153.80,65.66,1.65,221.21,26.93,38.70,17.93,6.23,116.65,37.28,18.21
2012,28.38,309.19,165.09,40.19,1.57,232.48,20.19,28.46,14.86,5.04,74.26,25.87,18.10
2013,47.82,249.12,103.16,37.15,1.62,225.30,21.46,35.75,17.05,6.62,86.11,9.11,19.94
2014,45.10,257.04,94.04,42.53,1.55,235.48,17.03,31.09,15.73,6.11,85.19,3.51,20.34
2015,48.38,205.12,43.05,25.89,1.42,257.04,12.46,22.56,12.03,4.40,44.48,-4.80,18.58
2016,50.29,227.13,90.61,24.78,1.57,232.48,10.64,20.18,10.01,3.82,79.55,9.03,19.24
2017,38.19,233.29,78.01,20.20,1.74,209.77,13.73,24.23,12.12,5.05,69.57,6.40,22.06
2018,32.60,155.60,36.31,19.71,1.55,235.48,10.88,16.58,9.84,3.67,38.10,-0.69,22.60
