光群雷,	2461
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,16.64,759.60,699.47,6.96,7.51,48.60,15.63,18.25,26.40,3.02,215.87,14.41,19.90
2001,28.56,257.06,217.61,5.33,6.93,52.66,11.65,14.13,23.52,2.52,44.16,2.49,16.32
2002,60.87,211.23,201.00,4.90,8.62,42.34,8.95,16.03,21.74,2.26,17.15,3.80,12.69
2003,63.25,55.54,50.25,5.08,11.69,31.22,-6.34,-19.82,-23.82,-2.20,8.63,5.41,10.01
2004,45.62,76.14,66.15,4.02,9.21,39.63,3.85,6.12,7.52,0.69,NA,NA,10.97
2005,45.58,154.20,132.88,3.01,9.52,38.34,6.01,9.95,19.05,1.16,69.17,7.48,12.74
2006,34.38,114.76,99.39,3.64,9.92,36.79,9.10,14.13,32.13,2.02,46.82,5.94,15.29
2007,29.57,128.28,101.48,5.00,8.81,41.43,13.44,19.08,43.64,3.12,62.20,2.42,17.98
2008,29.82,38.31,32.33,4.55,8.63,42.29,3.21,3.99,12.45,0.63,21.41,2.80,15.10
2009,29.99,161.28,139.84,3.75,11.09,32.91,3.49,4.41,21.19,0.69,14.70,0.08,15.66
2010,25.43,74.10,65.33,5.12,11.70,31.19,2.12,2.43,10.65,0.36,14.01,0.62,15.56
2011,33.69,128.35,123.72,3.95,11.53,31.65,-1.26,-2.32,-13.30,-0.36,0.00,-0.83,16.01
2012,41.69,60.53,57.40,4.84,23.36,15.62,3.98,5.66,24.71,0.93,6.10,-0.55,16.79
2013,42.15,211.23,172.73,2.67,5.56,65.64,6.13,10.41,7.56,1.49,23.21,5.21,17.59
2014,42.67,216.06,178.12,2.63,5.38,67.84,3.72,5.67,4.57,0.56,12.51,1.81,19.16
2015,47.21,196.70,163.21,2.50,5.18,70.46,3.47,5.47,4.52,1.12,39.79,10.26,19.19
2016,53.28,164.73,131.41,2.84,5.25,69.52,4.35,7.75,4.92,1.63,17.59,6.65,18.63
2017,45.67,219.07,172.62,2.82,4.49,81.29,3.41,5.72,3.84,1.12,29.40,6.76,17.81
2018,48.74,194.56,146.89,3.05,4.46,81.83,0.76,0.69,0.47,0.41,12.60,2.74,17.61
