台原藥,	4415
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,15.72,205.85,110.21,5.75,9.53,38.30,3.38,4.02,3.56,0.50,9.19,-1.42,12.63
2001,26.88,126.02,84.87,6.57,6.25,58.40,-0.04,-0.05,-6.93,-0.65,-0.98,-1.16,11.69
2002,31.21,115.53,73.26,5.22,5.68,64.26,-5.63,-8.68,-11.32,-0.98,-11.09,-3.35,10.76
2003,37.82,92.57,49.81,4.08,4.08,89.46,-10.65,-17.15,-23.41,-1.70,0.00,0.00,9.01
2004,53.09,77.48,43.11,4.17,3.62,100.82,-22.71,-42.47,-43.72,-3.57,0.00,0.00,6.56
2005,53.96,69.39,39.82,3.25,2.58,141.47,-19.55,-44.73,-55.97,-4.05,0.00,0.00,5.93
2006,35.87,60.77,52.37,2.69,2.38,153.36,-17.13,-29.46,-82.80,-1.69,0.00,0.00,5.58
2007,52.41,12.15,9.22,2.49,5.20,70.19,-61.93,-101.52,-498.14,-3.73,0.00,0.00,1.77
2008,51.05,173.77,172.77,2.86,12.73,28.67,-38.20,-79.34,-250.75,-5.19,NA,NA,4.09
2009,40.25,241.32,235.28,3.47,53.42,6.83,50.68,89.50,42.99,6.36,-42.57,-18.18,10.12
2010,55.00,117.27,97.74,1.98,9.81,37.20,2.50,3.41,2.43,0.35,0.21,0.14,10.47
2011,68.47,52.60,41.83,1.47,6.92,52.74,0.00,-0.59,-58.27,-4.79,-17.95,-12.77,5.69
2012,74.89,56.66,38.44,0.82,3.84,95.05,-14.45,-55.20,-111.89,-2.46,0.37,0.20,3.23
2013,83.31,88.04,85.64,0.70,2.07,176.32,-11.67,-62.09,-106.27,-1.55,-0.06,-0.31,1.73
2014,33.80,246.90,241.07,1.30,7.06,51.69,-75.87,-354.44,-630.15,-2.11,13.24,401.09,0.32
2015,72.55,265.51,241.32,3.01,2.69,135.68,-111.69,-297.60,-346.16,-0.93,-2.19,-106.24,0.33
2016,66.25,484.56,444.16,0.72,0.94,388.29,-60.18,-199.48,-304.85,-0.63,-325.97,-44.43,0.30
2017,71.08,115.75,48.85,23.76,0.57,640.35,-88.17,-270.57,-270.51,-0.89,-264.71,-350.93,0.20
2018,70.91,122.40,92.85,26.39,1.67,218.56,-111.07,-381.89,-304.85,-0.63,-325.97,-36.90,0.19
