時報,	8923
Year,負債佔資產比(%),流動比(%),速動比(%),應收款周轉率(次),存貨周轉率(次),平均銷貨日,資產報酬率(%),ROE(%),純益率(%),EPS,現金流量比(%),現金再投比(%),淨值
2000,25.61,288.55,191.30,5.05,2.21,165.15,12.53,17.17,14.05,2.27,54.82,11.53,13.88
2001,28.34,268.24,175.05,3.95,2.05,178.04,8.23,11.28,11.15,1.45,28.13,3.58,13.07
2002,33.15,232.64,155.00,3.65,2.03,179.80,7.87,11.37,10.84,1.50,25.72,6.08,13.26
2003,37.52,203.43,114.89,3.04,1.38,264.49,2.94,4.54,5.15,0.58,1.85,0.00,12.49
2004,39.77,201.26,115.62,3.76,1.30,280.76,5.69,9.28,8.53,1.19,23.20,4.23,13.13
2005,35.80,214.96,139.43,4.65,1.40,260.71,5.38,8.66,7.87,1.14,53.58,19.29,13.25
2006,37.21,186.47,131.79,5.72,1.84,198.36,6.18,9.74,9.38,1.31,33.67,11.12,13.73
2007,37.26,192.32,134.11,4.78,1.96,186.22,4.69,7.48,8.33,1.02,18.25,2.77,13.56
2008,32.84,226.27,151.21,4.83,1.96,186.22,4.80,7.39,8.36,1.01,0.13,-5.91,13.72
2009,33.58,242.53,172.98,4.42,2.35,155.31,5.32,7.97,8.16,1.12,18.52,1.42,14.30
2010,36.13,231.10,173.54,4.03,2.64,138.25,6.27,9.63,9.84,1.40,40.68,14.24,14.76
2011,35.48,236.66,174.12,4.00,2.49,146.58,4.91,7.65,8.80,1.11,18.40,0.50,14.39
2012,34.24,214.25,172.69,4.30,2.22,164.41,2.75,4.22,5.47,0.60,22.34,3.75,14.06
2013,38.61,187.49,150.17,3.07,2.02,180.69,3.30,5.35,6.71,0.74,17.76,3.82,13.92
2014,38.29,193.69,152.11,2.81,1.90,192.10,4.16,6.75,8.09,0.95,18.49,3.48,14.36
2015,39.91,184.56,136.78,3.02,1.82,200.54,4.06,6.68,7.26,0.96,15.75,3.09,14.30
2016,41.00,171.15,120.53,3.22,1.76,207.38,4.28,7.19,7.09,1.03,25.31,9.59,14.40
2017,43.26,165.65,114.50,2.64,1.45,251.72,4.18,7.22,7.30,1.04,15.55,4.62,14.30
2018,42.87,167.50,123.45,2.48,1.55,235.48,3.79,6.65,6.86,0.95,30.84,15.12,14.36
