達能,	3686
日期,當月營收,上月營收,去年同月營收,MOM(%),YOY(%),當月累計營收,去年累計營收,累計YOY(%),Notes
2015/01,133957,162773,128242,-17.70,4.45,133957,128242,4.45,-
2015/02,117912,133957,147577,-11.97,-20.10,251869,275819,-8.68,-
2015/03,139809,117912,157872,18.57,-11.44,391678,433691,-9.68,-
2015/04,128087,139809,165806,-8.38,-22.74,519765,599497,-13.29,-
2015/05,120697,128087,167595,-5.76,-27.98,640463,767092,-16.50,-
2015/06,123281,120697,170269,2.14,-27.59,763744,937362,-18.52,-
2015/07,125506,123281,146926,1.80,-14.57,889250,1084288,-17.98,-
2015/08,129069,125506,147221,2.83,-12.32,1018319,1231509,-17.31,-
2015/09,133787,129069,151699,3.65,-11.80,1152106,1383208,-16.70,-
2015/10,138735,133787,153323,3.69,-9.51,1290840,1536531,-15.98,-
2015/11,140546,138735,154467,1.30,-9.01,1431386,1690998,-15.35,-
2015/12,143734,140546,162773,2.26,-11.69,1575121,1853771,-15.03,-
2016/01,148178,143734,133957,3.09,10.61,148178,133957,10.61,-
2016/02,150154,148178,117912,1.33,27.34,298332,251869,18.44,-
2016/03,153860,150154,139809,2.46,10.05,452192,391678,15.44,-
2016/04,154012,153860,128087,0.09,20.24,606204,519765,16.63,-
2016/05,156166,154012,120697,1.39,29.38,762370,640463,19.03,-
2016/06,156758,156166,123281,0.37,27.15,919128,763744,20.34,-
2016/07,150822,156758,125506,-3.78,20.17,1069950,889250,20.32,-
2016/08,86500,150822,129069,-42.64,-32.98,1156450,1018319,13.56,-
2016/09,41663,86500,133787,-51.83,-68.85,1198113,1152106,3.99,由於多晶矽晶片廠商的庫存尚足以支持目前市場需求，因此在價格上未見回溫，導致九月份營收因此較前月及去年同期減少。
2016/10,52041,41663,138735,24.90,-62.48,1250153,1290840,-3.15,供應鏈價格經第三季去化庫存後，十月價量已反彈回升，十月價格因尚未達去年同期之銷售單價，因此十月單月營收較去年同期減少。
2016/11,56064,52041,140546,7.73,-60.10,1306218,1431386,-8.74,供應鏈價格經第三季去化庫存後，價量已逐步反彈回升，十一月價格因尚未達去年同期之銷售單價，因此本月單月營收較去年同期減少。
2016/12,64768,56064,143734,15.52,-54.93,1370986,1575121,-12.95,太陽能市場於2016Q3急凍後，雖第四季逐步回溫，惟價量仍未達去年同期水準，因而12月營收較去年同期減少。
2017/01,82609,64768,148178,27.54,-44.25,82609,148178,-44.25,-
2017/02,78090,82609,150154,-5.47,-47.99,160699,298332,-46.13,-
2017/03,65445,78090,153860,-16.19,-57.46,226144,452192,-49.98,太陽能市場於2016Q3急凍後，雖有逐步回溫之跡象，惟價量仍未達去年同期水準，因而3月營收較去年同期減少。
2017/04,41875,65445,154012,-36.01,-72.81,268019,606204,-55.78,太陽能市場於2016Q4急凍後，雖有逐步回溫之跡象，惟價量仍未達去年同期水準，因而4月營收較去年同期減少。
2017/05,52839,41875,156166,26.18,-66.16,320858,762370,-57.91,太陽能市場於2016Q4急凍後，雖有逐步回溫之跡象，惟價量仍未達去年同期水準，因而5月營收較去年同期減少。
2017/06,60335,52839,156758,14.18,-61.51,381193,919128,-58.52,太陽能市場於2016Q4急凍後，雖有逐步回溫之跡象，惟價量仍未達去年同期水準，因而6月營收較去年同期減少。
2017/07,72218,60335,150822,19.69,-52.11,453411,1069950,-57.62,太陽能市場於2016Q4急凍後，雖有逐步回溫之跡象，惟價量仍未達去年同期水準，因而7月營收較去年同期減少。
2017/08,75475,72218,86500,4.50,-12.74,528886,1156450,-54.26,太陽能市場於2016Q4急凍後，雖有逐步回溫之跡象，惟價量仍未達去年同期水準，因而8月營收較去年同期減少。
2017/09,86525,75475,41663,14.64,107.67,615412,1198113,-48.63,太陽能市場於2016Q4急凍後，於2017年已逐步回溫，致本月價量均超過去年同期水準，因而9月營收較去年同期成長。
2017/10,100798,86525,52041,16.49,93.68,716210,1250153,-42.71,太陽能市場於2016Q4急凍後，於2017年已逐步回溫，致本月價量均超過去年同期水準，因而10月營收較去年同期成長。
2017/11,113512,100798,56064,12.61,102.46,829722,1306218,-36.47,太陽能市場於2016Q4急凍後，於2017年已逐步回溫，致本月銷售數量超過去年同期水準，因而11月營收較去年同期成長。
