全宇生技-KY,	4148
季度,營收,營業成本,營業毛利,營業費用,營業利益,業外收入,淨利,每股盈餘,股本
2015 Q1,n/a
2015 Q2,n/a
2015 Q3,n/a
2015 Q4,n/a
2016 Q1,504514,353177,151337,83577,67760,1597,68639,0.88,565000
2016 Q2,596888,399733,197155,113870,83285,-2725,79929,1.20,565000
2016 Q3,564744,387043,177701,80620,97081,2032,91726,1.30,565000
2016 Q4,2065543,1410123,655420,330822,324598,5956,292264,4.30,565000
2017 Q1,462367,296755,165612,67645,97967,1192,88998,1.23,565000
2017 Q2,566907,374574,192333,86823,105510,7916,111622,1.67,640340
2017 Q3,691901,472824,219077,97816,121261,560,111875,1.41,640340
2017 Q4,2263652,1512131,751521,344800,406721,214,396423,5.31,640340
2018 Q1,700482,499794,200688,107749,92939,-5603,82506,1.09,640340
2018 Q2,755135,521063,234072,90235,143837,18111,136942,1.81,640340
