第一保,	2852
Year,最高價,日期,最低價,日期,收盤平均價
2000,11.60,11/28,6.50,12/28,8.46
2001,11.50,2/08,6.80,1/02,9.04
2002,10.45,4/30,6.55,2/27,7.78
2003,16.20,12/11,8.55,3/11,10.38
2004,31.90,3/10,14.20,8/18,20.80
2005,23.40,1/07,11.10,12/16,16.05
2006,17.25,12/29,10.05,4/04,12.27
2007,20.30,6/26,14.20,12/21,17.01
2008,18.20,5/14,5.30,10/28,12.37
2009,13.70,10/19,6.02,1/16,9.91
2010,20.90,12/31,10.75,2/06,14.01
2011,20.65,7/21,11.55,12/19,17.04
2012,16.10,12/28,11.35,6/15,13.58
2013,21.60,7/25,15.70,1/08,18.87
2014,20.15,2/10,14.70,10/20,17.64
2015,16.00,1/27,11.25,12/17,14.06
2016,14.95,11/28,9.99,10/20,11.68
2017,15.10,11/14,12.80,4/20,13.72
2018,16.10,9/04,13.25,10/30,14.26
