中保,	9917
Year,最高價,日期,最低價,日期,收盤平均價
2000,97.00,1/06,26.70,11/24,56.56
2001,41.50,3/15,25.30,7/19,32.11
2002,36.30,1/11,22.20,10/07,29.00
2003,33.70,10/28,23.70,9/10,28.24
2004,40.00,11/12,29.90,5/05,34.51
2005,51.70,7/15,36.80,1/06,46.34
2006,67.10,5/10,47.00,1/19,54.26
2007,70.00,1/04,46.25,12/18,54.03
2008,70.00,5/20,34.50,10/27,53.57
2009,54.50,12/21,40.60,1/16,48.61
2010,59.50,1/19,48.40,7/19,52.16
2011,58.90,6/08,50.10,8/09,54.55
2012,67.70,7/09,53.50,1/02,61.64
2013,77.20,12/13,64.00,1/08,69.93
2014,88.50,8/20,74.30,4/28,79.39
2015,101.00,11/09,77.30,8/24,90.69
2016,97.00,1/04,86.20,12/28,91.46
2017,95.00,7/06,86.60,1/24,89.51
