中再保,	2851
Year,最高價,日期,最低價,日期,收盤平均價
2000,13.50,7/06,6.25,11/21,8.30
2001,10.60,9/04,7.40,1/02,8.92
2002,12.00,11/18,9.30,1/10,10.43
2003,13.20,6/18,10.75,1/02,11.99
2004,18.40,3/10,12.00,7/26,13.59
2005,13.90,1/03,11.10,10/20,12.40
2006,13.00,12/05,10.70,7/18,11.87
2007,19.70,11/02,12.45,3/06,14.64
2008,20.50,4/25,6.81,10/28,14.29
2009,14.20,10/16,7.10,1/21,10.81
2010,19.40,12/31,11.55,2/06,15.46
2011,19.80,1/03,12.10,12/20,15.90
2012,13.80,12/28,10.85,4/20,12.61
2013,14.40,12/31,12.75,7/23,13.55
2014,18.20,7/17,14.15,2/05,15.85
2015,18.00,5/11,13.65,8/25,16.10
2016,16.30,11/28,13.55,8/23,14.28
2017,18.90,11/14,14.20,5/09,15.29
2018,21.90,5/17,16.30,10/26,18.52
